fold	simulation	elimination	n features	NMI score	Accuracy score	ROC AUC score
5	1	0.2	12800	1.0	1.0	1.0
5	1	0.2	10240	1.0	1.0	1.0
5	1	0.2	8192	1.0	1.0	1.0
5	1	0.2	6553	1.0	1.0	1.0
5	1	0.2	5242	1.0	1.0	1.0
5	1	0.2	4193	1.0	1.0	1.0
5	1	0.2	3354	1.0	1.0	1.0
5	1	0.2	2683	1.0	1.0	1.0
5	1	0.2	2146	1.0	1.0	1.0
5	1	0.2	1716	1.0	1.0	1.0
5	1	0.2	1372	1.0	1.0	1.0
5	1	0.2	1097	1.0	1.0	1.0
5	1	0.2	877	1.0	1.0	1.0
5	1	0.2	701	1.0	1.0	1.0
5	1	0.2	560	1.0	1.0	1.0
5	1	0.2	448	1.0	1.0	1.0
5	1	0.2	358	1.0	1.0	1.0
5	1	0.2	286	1.0	1.0	1.0
5	1	0.2	228	1.0	1.0	1.0
5	1	0.2	182	1.0	1.0	1.0
5	1	0.2	145	1.0	1.0	1.0
5	1	0.2	116	1.0	1.0	1.0
5	1	0.2	92	1.0	1.0	1.0
5	1	0.2	73	1.0	1.0	1.0
5	1	0.2	58	1.0	1.0	1.0
5	1	0.2	46	1.0	1.0	1.0
5	1	0.2	36	1.0	1.0	1.0
5	1	0.2	28	1.0	1.0	1.0
5	1	0.2	22	1.0	1.0	1.0
5	1	0.2	17	1.0	1.0	1.0
5	1	0.2	13	1.0	1.0	1.0
5	1	0.2	10	1.0	1.0	1.0
5	1	0.2	8	1.0	1.0	1.0
5	1	0.2	6	1.0	1.0	1.0
5	1	0.2	4	1.0	1.0	1.0
5	1	0.2	3	1.0	1.0	1.0
5	1	0.2	2	0.9062608166216011	0.9861111111111112	0.9883720930232558
5	1	0.2	1	0.9078735188325386	0.9861111111111112	0.9871794871794871
6	1	0.2	20000	1.0	1.0	1.0
6	1	0.2	16000	1.0	1.0	1.0
6	1	0.2	12800	1.0	1.0	1.0
6	1	0.2	10240	1.0	1.0	1.0
6	1	0.2	8192	1.0	1.0	1.0
6	1	0.2	6553	1.0	1.0	1.0
6	1	0.2	5242	1.0	1.0	1.0
6	1	0.2	4193	1.0	1.0	1.0
6	1	0.2	3354	1.0	1.0	1.0
6	1	0.2	2683	1.0	1.0	1.0
6	1	0.2	2146	1.0	1.0	1.0
6	1	0.2	1716	1.0	1.0	1.0
6	1	0.2	1372	1.0	1.0	1.0
6	1	0.2	1097	1.0	1.0	1.0
6	1	0.2	877	1.0	1.0	1.0
6	1	0.2	701	1.0	1.0	1.0
6	1	0.2	560	1.0	1.0	1.0
6	1	0.2	448	1.0	1.0	1.0
6	1	0.2	358	1.0	1.0	1.0
6	1	0.2	286	1.0	1.0	1.0
6	1	0.2	228	1.0	1.0	1.0
6	1	0.2	182	1.0	1.0	1.0
6	1	0.2	145	1.0	1.0	1.0
6	1	0.2	116	1.0	1.0	1.0
6	1	0.2	92	1.0	1.0	1.0
6	1	0.2	73	1.0	1.0	1.0
6	1	0.2	58	1.0	1.0	1.0
6	1	0.2	46	1.0	1.0	1.0
6	1	0.2	36	1.0	1.0	1.0
6	1	0.2	28	1.0	1.0	1.0
6	1	0.2	22	1.0	1.0	1.0
6	1	0.2	17	1.0	1.0	1.0
6	1	0.2	13	1.0	1.0	1.0
6	1	0.2	10	1.0	1.0	1.0
6	1	0.2	8	1.0	1.0	1.0
6	1	0.2	6	1.0	1.0	1.0
6	1	0.2	4	1.0	1.0	1.0
6	1	0.2	3	1.0	1.0	1.0
6	1	0.2	2	0.9076099490428523	0.9861111111111112	0.9848484848484849
6	1	0.2	1	0.8428572501451296	0.9722222222222222	0.9696969696969697
7	1	0.2	20000	1.0	1.0	1.0
7	1	0.2	16000	1.0	1.0	1.0
7	1	0.2	12800	1.0	1.0	1.0
7	1	0.2	10240	1.0	1.0	1.0
7	1	0.2	8192	1.0	1.0	1.0
7	1	0.2	6553	1.0	1.0	1.0
7	1	0.2	5242	1.0	1.0	1.0
7	1	0.2	4193	1.0	1.0	1.0
7	1	0.2	3354	1.0	1.0	1.0
7	1	0.2	2683	1.0	1.0	1.0
7	1	0.2	2146	1.0	1.0	1.0
7	1	0.2	1716	1.0	1.0	1.0
7	1	0.2	1372	1.0	1.0	1.0
7	1	0.2	1097	1.0	1.0	1.0
7	1	0.2	877	1.0	1.0	1.0
7	1	0.2	701	1.0	1.0	1.0
7	1	0.2	560	1.0	1.0	1.0
7	1	0.2	448	1.0	1.0	1.0
7	1	0.2	358	1.0	1.0	1.0
7	1	0.2	286	1.0	1.0	1.0
7	1	0.2	228	1.0	1.0	1.0
7	1	0.2	182	1.0	1.0	1.0
7	1	0.2	145	1.0	1.0	1.0
7	1	0.2	116	1.0	1.0	1.0
7	1	0.2	92	1.0	1.0	1.0
7	1	0.2	73	1.0	1.0	1.0
7	1	0.2	58	1.0	1.0	1.0
7	1	0.2	46	1.0	1.0	1.0
7	1	0.2	36	1.0	1.0	1.0
7	1	0.2	28	1.0	1.0	1.0
7	1	0.2	22	1.0	1.0	1.0
7	1	0.2	17	1.0	1.0	1.0
7	1	0.2	13	1.0	1.0	1.0
7	1	0.2	10	1.0	1.0	1.0
7	1	0.2	8	1.0	1.0	1.0
7	1	0.2	6	1.0	1.0	1.0
7	1	0.2	4	1.0	1.0	1.0
7	1	0.2	3	0.9078735188325386	0.9861111111111112	0.9852941176470589
7	1	0.2	2	0.9018706625369977	0.9861111111111112	0.9895833333333333
7	1	0.2	1	0.6360043866897185	0.9305555555555556	0.9289044289044289
8	1	0.2	20000	1.0	1.0	1.0
8	1	0.2	16000	1.0	1.0	1.0
8	1	0.2	12800	1.0	1.0	1.0
8	1	0.2	10240	1.0	1.0	1.0
8	1	0.2	8192	1.0	1.0	1.0
8	1	0.2	6553	1.0	1.0	1.0
8	1	0.2	5242	1.0	1.0	1.0
8	1	0.2	4193	1.0	1.0	1.0
8	1	0.2	3354	1.0	1.0	1.0
8	1	0.2	2683	1.0	1.0	1.0
8	1	0.2	2146	1.0	1.0	1.0
8	1	0.2	1716	1.0	1.0	1.0
8	1	0.2	1372	1.0	1.0	1.0
8	1	0.2	1097	1.0	1.0	1.0
8	1	0.2	877	1.0	1.0	1.0
8	1	0.2	701	1.0	1.0	1.0
8	1	0.2	560	1.0	1.0	1.0
8	1	0.2	448	1.0	1.0	1.0
8	1	0.2	358	1.0	1.0	1.0
8	1	0.2	286	1.0	1.0	1.0
8	1	0.2	228	1.0	1.0	1.0
8	1	0.2	182	1.0	1.0	1.0
8	1	0.2	145	1.0	1.0	1.0
8	1	0.2	116	1.0	1.0	1.0
8	1	0.2	92	1.0	1.0	1.0
8	1	0.2	73	1.0	1.0	1.0
8	1	0.2	58	1.0	1.0	1.0
8	1	0.2	46	1.0	1.0	1.0
8	1	0.2	36	1.0	1.0	1.0
8	1	0.2	28	1.0	1.0	1.0
8	1	0.2	22	1.0	1.0	1.0
8	1	0.2	17	1.0	1.0	1.0
8	1	0.2	13	1.0	1.0	1.0
8	1	0.2	10	1.0	1.0	1.0
8	1	0.2	8	1.0	1.0	1.0
8	1	0.2	6	1.0	1.0	1.0
8	1	0.2	4	1.0	1.0	1.0
8	1	0.2	3	1.0	1.0	1.0
8	1	0.2	2	0.8991795918287087	0.9861111111111112	0.99
8	1	0.2	1	0.9076099490428523	0.9861111111111112	0.9874999999999999
9	1	0.2	20000	1.0	1.0	1.0
9	1	0.2	16000	1.0	1.0	1.0
9	1	0.2	12800	1.0	1.0	1.0
9	1	0.2	10240	1.0	1.0	1.0
9	1	0.2	8192	1.0	1.0	1.0
9	1	0.2	6553	1.0	1.0	1.0
9	1	0.2	5242	1.0	1.0	1.0
9	1	0.2	4193	1.0	1.0	1.0
9	1	0.2	3354	1.0	1.0	1.0
9	1	0.2	2683	1.0	1.0	1.0
9	1	0.2	2146	1.0	1.0	1.0
9	1	0.2	1716	1.0	1.0	1.0
9	1	0.2	1372	1.0	1.0	1.0
9	1	0.2	1097	1.0	1.0	1.0
9	1	0.2	877	1.0	1.0	1.0
9	1	0.2	701	1.0	1.0	1.0
9	1	0.2	560	1.0	1.0	1.0
9	1	0.2	448	1.0	1.0	1.0
9	1	0.2	358	1.0	1.0	1.0
9	1	0.2	286	1.0	1.0	1.0
9	1	0.2	228	1.0	1.0	1.0
9	1	0.2	182	1.0	1.0	1.0
9	1	0.2	145	1.0	1.0	1.0
9	1	0.2	116	1.0	1.0	1.0
9	1	0.2	92	1.0	1.0	1.0
9	1	0.2	73	1.0	1.0	1.0
9	1	0.2	58	1.0	1.0	1.0
9	1	0.2	46	1.0	1.0	1.0
9	1	0.2	36	1.0	1.0	1.0
9	1	0.2	28	1.0	1.0	1.0
9	1	0.2	22	1.0	1.0	1.0
9	1	0.2	17	1.0	1.0	1.0
9	1	0.2	13	1.0	1.0	1.0
9	1	0.2	10	1.0	1.0	1.0
9	1	0.2	8	1.0	1.0	1.0
9	1	0.2	6	1.0	1.0	1.0
9	1	0.2	4	1.0	1.0	1.0
9	1	0.2	3	0.9062608166216011	0.9861111111111112	0.9833333333333334
9	1	0.2	2	1.0	1.0	1.0
9	1	0.2	1	0.6310354819407669	0.9305555555555556	0.9261904761904761
